review,Aspect
"If all the keys were this loud, it wouldn't be a problem, but it's very annoying and distracting to be typing and have a very loud slam/click every time I hit a space",keys
"I have a pretty hard keystroke, so I really put it through the wringer",keys
"It has decent keys, etc",keys
I ordered this keyboard for it's small size and backlit keys,keys
"It's comfortable in the hand, the keys give a nice tactile feedback when pressing them, the touchpad works great, the backlight works great",keys
#NAME?,keys
#NAME?,keys
"I could do with regular sized ""H"" and ""N"" keys if it would mean not hunting the ENTER",keys
#NAME?,keys
It did seem to have some neat features/ short cut keys though - I am really disappointed the rest of it didn't work better,keys
The wider base and outward angle of the keys put me in a more natural typing posture with less strain on my wrists,keys
"Not only does this keyboard put me in a better position with the keys angled out, it also raises the front end of the keyboard, further forcing the user into good typing posture",keys
"Unfortunately I do have issues with the keys in the bottom row of the right group (n, m, comma, period, /) not registering",keys
"However, the one I just received in black had a very loud space bar that was also too loose, especially compared to all of the other keys",keys
Suggest you paint all your keys with clear fingernail polish to protect the painted on letters,keys
It could be any number of keys or any pattern of keys that will go faulty because of poor grounding internally,keys
"After a few months of putting up with this, the keyboard started sending shutdown commands to various applications if you just lift the keyboard or touched any of the keys",keys
This is very frustrating to my wife who has to look at the keys to type,keys
Its because of the section where the mouse pad is puts a distance between your right thumb and the alpha keys,keys
They keys were nice & quiet which was great,keys
I'm not used to nor need the extra special dedicated buttons/keys,keys
"By then I was so stressed, I was jealous they didn't have to deal with the curve any longer, but all my keys still worked",keys
The keys are slightly raised so it's easy to type,keys
"second: WHY IS THERE A START next to my shift and ctrl keys? [IS] [second]
",keys
"other than that, they keys feel okay, I miss my keytronic 1985 ergo board I had last century, it was MORE designed for ten finger typists that did 200 pages ON MECHANICAL TYPEWRITERS, a day",keys
sadly it appears all keybds designed after a certain year all have these misfit keys placed in the WORSE POSSIBLE PLACE,keys
Going to dump this and hope to find one with softer keys,keys
"Now if Microsoft could figure out how to combine the light, pleasing keys from that with this one's ergonomic shape, they'd have a real winner",keys
"I suspect it's because instead of the older (and more expensive) method of injection molding the symbols on the keys which makes them a permanent part of the key, they are now using the much cheaper method of using something like decals which is only a surface treatment and so rub off fairly quickly",keys
The keys were clear looking and you had to pull of a back plate of the keyboard to get to the wireless receiver,keys
"Several keys that you will use very often are even harder: The space, backspace and enter key",keys
"A cheaper keyboard, Microsoft Comfort Curve Keyboard 2000 is much better, although its ""Backspace"" is also stupidly harder to press than other keys",keys
"However, be aware that Microsoft decided to rearrange several clusters of keys on this keyboard",keys
