,review,Aspect,preds
231,"It then started to cause Firefox to open new windows and tabs spontaneously, first with every 30-40 keystrokes, then in increasing frequency until it would no longer type, but pretty much only open Firefox tabs",keys,started to cause Firefox to open 
232,"This keyboard is very comfortable, and the letter keys are well spaced out and whisper quiet - perfect",keys,keys are well spaced out and whisper quiet 
233,"Pros: * Backlit keys * Mouse pad that works in both orientations * rechargable * very small and portable * useless laser pointer (maybe a con also as the kids might shoot each other in the face with it) * fairly cheap Cons: - limited range, like 10 feet at best - mine wont connect using the extension cable, must plug directly into machine",keys,limited range 
234,"I attributed this to the unusual wave design of the key layout which is supposed to promote stress free typing, which is does -- but while promoting a bad style of typing preventing the keyboard user from typing all other keys! [attributed, is, supposed, promote, is, does, promoting, typing, preventing, typing] [unusual, key, free, bad, other]
",keys,bad style of typing 
235,"The Unicomp keyboard has a raised stepping for it's keys, providing more spacing for those of us with muscles in our hands",keys,raised stepping for it's keys 
236,"In brief, it took me weeks to relearn how to properly type so I could type numbers and other characters using META and Shift keys! [took, relearn, using, keys] [other]
",keys,relearn how to properly type 
237,"The keys on this keyboard don't ""snap back"" like some of the better keyboards do when you press them down",keys,"keys on this keyboard don't ""snap back"" "
238,"In general this is a good keyboard: * comfortable wrist pads * excellent ergonomic positioning of the keys * plug and play in windows 7 - I did not install the software that came with keyboard and all the keys I ever use work without it (including volume up/down, play/pause etc",keys,not install the software 
239,"From the pictures it looks like the same, poor placement of the ""6"" key that Microsoft continues in all of their ""ergonomic"" keyboards that have a small separation between the left and right handed keys",keys,"poor placement of the ""6"" key "
240,The overall keyboard feels smooth and the keys are easier to use than a square keyboard,keys,keys are easier to use 
241,"Other keys on the Microsoft ""product"" also gummy now",keys,"keys on the Microsoft ""product"" also gummy "
242,Features are great including new keys introduced above keypad and soft handrest,keys,keys introduced above keypad 
243,You just wouldn't expect hot spots on keys and the spacebar has hot spots and cold spots,keys,spacebar has hot spots 
244,As with nearly al other home theater keyboards I which it had a backlight so I can see the keys in a dark home theater setting,keys,backlight so I can see the keys 
245,"The keys have a decent feel, although I prefer either the old IBM click keys or even Apple's keyboards, which are softer but still offer tactile feedback",keys,keys have a decent feel 
246,"I have enjoyed the specialty keys, though, particularly the mute/volume keys",keys,mute/volume keys 
247,"Lots of the custom keys go unused, though, because the software to assign them isn't all that flexible",keys,software to assign them isn't all that flexible 
248,I'm a Natural Keyboard fan and like the placement of the keys,keys,I'm a Natural Keyboard fan 
249,"Typing is no problem, but the smaller sized Function and arrow keys make it difficult to quickly execute a command or navigate around the page",keys,keys make it difficult to quickly execute 
250,I prefer the keys on original MS Natural Keyboard,keys,keys on original MS Natural Keyboard 
251,"The only aspect that is really, really annoying is the arrangement of the 4 arrow keys (LEFT, RIGHT, UP, DOWN)-- the separate arrow keys that are not embedded in the number pad",keys,keys that are not embedded 
252,"Since the keys(especially spacebar) are pretty tight even compared to regular non-ergo keyboards, it increased the intensity and frequency of the pain I experienced earlier",keys,spacebar) are pretty tight 
253,"I work with numbers so the four keys that are above the numeric keyboard are very useful for me, as well as the calculator button",keys,keys that are above the numeric keyboard are very useful 
254,"A built in lithium-ion battery is rechargeable through a USB cable;  back lit, the keys are clearly visible at night or in a darkened room",keys,keys are clearly visible 
255,"The keys, while of adequate size and nicely convexly shaped, require quite a bit of pressure to register a key stroke causing a necessary carefulness, slowing input considerably",keys,"keys, while of adequate size "
256,"However, these soft keys aren't bad, just not as good as the springy ones",keys,keys aren't bad 
257,"The rest of the keyboard is fine, and the formerly afflicted keys function correctly when another keyboard is plugged in",keys,keys function correctly 
258,"What's worse, some, but possibly not all, of your keystrokes may get buffered and sent later, which can be extremely frustrating for gamers and the like",keys,keystrokes may get buffered 
259,"I've found that the ""silk screening"" on many of the keys wears off - A, S, D, F, E for example",keys,keys wears off 
260,"I'm a big fan of the 'extra' keys across the top, and got used to the media keys on my Kensington keyboard (FF/R)",keys,got used to the media keys 
261,"However, like many others have noted, the key layout of the arrow keys, the 6 keys above them, and the function keys (F1 - F12) are not the standard size/shape",keys,keys (F1 - F12) are not the standard size/shape 
