review,span,Aspect
"Also, I have to push very hard the keys and that causes me tired hands, especially the space bar key", push very hard the keys ,keys
The status lights don't work - The drag and drop won't work - the auto shutoff for the backlighting does not work - the range is 3 feet up to 9 if I place the dongle and hold the keyboard just right - the backlighting is uneven behind the keys - not all keys make good contact - and those are just preliminary observations - the inept lack of ergonomics makes it seem like it was built by a committee of hair-brained wannabe sub-nerds - I took the chance and lost, not all keys make good contact ,keys
"The spacebar is half-responsive, and the tiny little function, arrow and page keys are a nightmare ", keys are a nightmare ,keys
"Unfortunately, both in the past few weeks have started to ""lose"" keys or require that they be pressed for an inordinate amount of time to actually communicate with the controller in the keyboard to recognize :-/"," ""lose"" keys  ",keys
"I was deceived by its stylish look, and when I started using it, immediately I found that the cursor keys and the page up/down, home/end keys are so awkwardly placed , making the keyboard virtually useless in OS where you absolutely need those keys -- like Windows", keys are so awkwardly placed ,keys
"In the past, I even tried painting clear nail polish on the keys to protect them , but that didn't help much", polish on the keys to protect them ,keys
The keys are very slick and my fingers slid all over the keyboard, keys are very slick ,keys
"Not only that, they keys for the arrow keys are smaller - maybe only 75% of the size of the other keys",  arrow keys are smaller ,keys
"Unless the quality of the contact points for the m and i keys is just abysmal , I have to stab both hard to get them to work, even with the keyboard new", keys is just abysmal ,keys
you actually need to type a document using this and u will know why the keys make it hard to type , keys make it hard to type ,keys
and reduce size of most keys , size of most keys ,keys
"Oh and I didn't notice it at first but mine is missing an O key , I have 2 P keys though so if anyone has my O and would like their P back I'm willing to make a trade", missing an O key ,keys
"The arrows keys are nearly impossible to use , especially for gaming", keys are nearly impossible to use ,keys
"The keyboard is not staggered as a typical keyboard--this presented some problems that I could never quite adjust to, and the Control, Escape and Return keys are all moved in odd positions ", keys are all moved in odd positions ,keys
"As has been stated, the spacebar is harder to push than other keys and significantly louder", harder to push than other keys  ,keys
But I don't understand why the keys have to be smaller , keys have to be smaller ,keys
I can live with cheap feel of the keyboard but not different spacing for keys , different spacing for keys ,keys
"Typing on the keys feels a little awkward at first due to the vertical layout of the letters, although it get's easier to use with practice", keys feels a little awkward  ,keys
But the keys are sort of sticky because of the way it is shaped and the placement of your hands, keys are sort of sticky  ,keys
"The the keys do feel a little ""mushy"" without the tactile feedback of some of the better boards, such as those from IBM"," keys do feel a little ""mushy""  ",keys
My biggest complaint is that the letters easily wear off the keys , easily wear off the keys ,keys
The keys were very stiff , keys were very stiff ,keys
"I spend a great deal of time using a keyboard, and I have to have one that is responsive all the time, not one that requires me to beat on the keys to get them to work properly", beat on the keys  ,keys
"It has been the space bar mostly, but other keys also suffer the same problem", keys also suffer ,keys
This keyboard was terrific for me until the E and L keys stopped working 55 days after I purchased it, keys stopped working ,keys
"I do think it's a generally better layout than the previous versions of Microsoft ergonomic keyboards I've cycled through, but some of my keys started sticking recently, and about half the letters are worn off - the keys I'm obviously hitting most often", keys started sticking ,keys
"The keystroke doesn't register if I don't hit at exactly the right angle on about 5 or 6 keys, and for these tired hands, after 8 or 10 hours at the glo box, I don't find the touch soft enough, even though I've read it described as soft", keystroke doesn't register ,keys
And sometimes double keystrokes and missing keystrokes no matter how hard I tried to cleanly press the keys, missing keystrokes  ,keys
